id,name,version,layout,released_at,image_uris,cost,inkwell,ink,inks,type,classifications,text,keywords,move_cost,strength,willpower,lore,rarity,illustrators,collector_number,lang,flavor_text,tcgplayer_id,legalities,set,prices
crd_6e2faccbf9a240219279b1c4acff7bd5,Befuddle,,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_6e2faccbf9a240219279b1c4acff7bd5.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_6e2faccbf9a240219279b1c4acff7bd5.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_6e2faccbf9a240219279b1c4acff7bd5.avif?1709690747'}}",1,True,Amethyst,,['Action'],,Return a character or item with cost 2 or less to their player's hand.,[],,,,,Uncommon,['Kendall Hale'],62,en,Never be afraid to have your mind boggled now and then.,503355,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.33', 'usd_foil': '1.79'}"
crd_7ea36567dec64789a714995b1f459a47,Freeze,,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_7ea36567dec64789a714995b1f459a47.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_7ea36567dec64789a714995b1f459a47.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_7ea36567dec64789a714995b1f459a47.avif?1709690747'}}",2,False,Amethyst,,['Action'],,Exert chosen opposing character.,[],,,,,Common,['Cristian Romero'],63,en,It's time for you to chill.,508733,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.05', 'usd_foil': '0.24'}"
crd_f9097c53f99d488aa8685b73ea5a9373,Friends on the Other Side,,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_f9097c53f99d488aa8685b73ea5a9373.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_f9097c53f99d488aa8685b73ea5a9373.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_f9097c53f99d488aa8685b73ea5a9373.avif?1709690747'}}",3,True,Amethyst,,"['Action', 'Song']",,"(A character with cost 3 or more can {E} to sing this song for free.)
Draw 2 cards.",[],,,,,Common,['Amber Kommavongsa'],64,en,"The cards, the cards
the cards will tell...",494100,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.26', 'usd_foil': '4.48'}"
crd_2edd696f67314cde96ae6ff8f6661033,Reflection,,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_2edd696f67314cde96ae6ff8f6661033.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_2edd696f67314cde96ae6ff8f6661033.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_2edd696f67314cde96ae6ff8f6661033.avif?1709690747'}}",1,True,Amethyst,,"['Action', 'Song']",,"(A character with cost 1 or more can {E} to sing this song for free.)
Look at the top 3 cards of your deck. Put them back on the top of your deck in any order.",[],,,,,Uncommon,['Kevin Hong'],65,en,"When will my reflection show
Who I am inside?",506113,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.06', 'usd_foil': '0.46'}"
crd_75b7a6e439114050b3e283955b439058,Magic Mirror,,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_75b7a6e439114050b3e283955b439058.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_75b7a6e439114050b3e283955b439058.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_75b7a6e439114050b3e283955b439058.avif?1709690747'}}",2,False,Amethyst,,['Item'],,"SPEAK! {E}, 4 {I} — Draw a card.",[],,,,,Rare,['Andrew Trabbold'],66,en,"""What wouldst thou know, my Queen?""",492714,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.21', 'usd_foil': '0.83'}"
crd_9548bea5e69544d5b3e488e97d33065c,Ursula's Cauldron,,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_9548bea5e69544d5b3e488e97d33065c.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_9548bea5e69544d5b3e488e97d33065c.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_9548bea5e69544d5b3e488e97d33065c.avif?1709690747'}}",2,False,Amethyst,,['Item'],,PEER INTO THE DEPTHS {E} — Look at the top 2 cards of your deck. Put one on the top of your deck and the other on the bottom.,[],,,,,Uncommon,['Oleg Yurkov'],67,en,Perfect for mixing potions and stealing voices.,507851,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.08', 'usd_foil': '0.43'}"
crd_5e059b9ed96e4fb68bb54b1086394797,White Rabbit's Pocket Watch,,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_5e059b9ed96e4fb68bb54b1086394797.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_5e059b9ed96e4fb68bb54b1086394797.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_5e059b9ed96e4fb68bb54b1086394797.avif?1709690747'}}",3,True,Amethyst,,['Item'],,"I'M LATE! {E}, 1 {I} — Chosen character gains Rush this turn. (They can challenge the turn they're played.)",[],,,,,Rare,['Kamil Murzyn'],68,en,"""No wonder you're late. Why, this watch is exactly two days slow."" —The Mad Hatter",492712,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.23', 'usd_foil': '1.05'}"
crd_cae2a3157f7a42d782a2c3cefae01615,Aladdin,Prince Ali,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_cae2a3157f7a42d782a2c3cefae01615.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_cae2a3157f7a42d782a2c3cefae01615.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_cae2a3157f7a42d782a2c3cefae01615.avif?1709690747'}}",2,True,Emerald,,['Character'],"['Storyborn', 'Hero', 'Prince']",Ward (Opponents can't choose this character except to challenge.),['Ward'],,2,2,1,Common,['Lauren Walsh'],69,en,Fabulously wealthy. Practically untouchable. Genuinely inauthentic.,485361,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.03', 'usd_foil': '0.23'}"
crd_cd3d8417b8544063ae6a41766d24b130,Beast,Wolfsbane,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_cd3d8417b8544063ae6a41766d24b130.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_cd3d8417b8544063ae6a41766d24b130.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_cd3d8417b8544063ae6a41766d24b130.avif?1709690747'}}",5,False,Emerald,,['Character'],"['Dreamborn', 'Hero', 'Prince']","Rush (This character can challenge the turn they're played.)
ROAR When you play this character, exert all opposing damaged characters.",['Rush'],,4,4,2,Legendary,['Jeff Murchie'],70,en,"""I'll take on all of you if I have to!""",501404,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '1.16', 'usd_foil': '11.63'}"
crd_e49c0deba37f453f8f27da810c8bfe39,Cheshire Cat,Not All There,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_e49c0deba37f453f8f27da810c8bfe39.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_e49c0deba37f453f8f27da810c8bfe39.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_e49c0deba37f453f8f27da810c8bfe39.avif?1709690747'}}",3,True,Emerald,,['Character'],['Storyborn'],"LOSE SOMETHING? When this character is challenged and banished, banish the challenging character.",[],,0,3,2,Uncommon,['Caner Soylu'],71,en,"""You may have noticed that I'm not all there myself.""",492122,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.21', 'usd_foil': '0.68'}"
crd_a3a886b05f4149c695ffbd5e5b9a049f,Cruella De Vil,Miserable as Usual,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_a3a886b05f4149c695ffbd5e5b9a049f.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_a3a886b05f4149c695ffbd5e5b9a049f.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_a3a886b05f4149c695ffbd5e5b9a049f.avif?1709690747'}}",2,True,Emerald,,['Character'],"['Storyborn', 'Villain']","YOU'LL BE SORRY! When this character is challenged and banished, you may return chosen character to their player's hand.",[],,1,3,1,Rare,['Nicholas Kole'],72,en,"When she stops by, misery is company.",492703,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.12', 'usd_foil': '0.2'}"
crd_fb2dc6f12f584032a54f9925f060e059,Duke of Weselton,Opportunistic Official,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_fb2dc6f12f584032a54f9925f060e059.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_fb2dc6f12f584032a54f9925f060e059.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_fb2dc6f12f584032a54f9925f060e059.avif?1709690747'}}",1,True,Emerald,,['Character'],"['Storyborn', 'Villain']",,[],,2,2,1,Common,['R. La Barbera / L. Giammichele'],73,en,"""Sorcery! I knew there was something dubious going on here.""",505971,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.03', 'usd_foil': '0.22'}"
crd_c0742f7731e04b749870bceb5c6b133b,Flynn Rider,Charming Rogue,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_c0742f7731e04b749870bceb5c6b133b.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_c0742f7731e04b749870bceb5c6b133b.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_c0742f7731e04b749870bceb5c6b133b.avif?1709690747'}}",2,True,Emerald,,['Character'],"['Storyborn', 'Hero', 'Prince']","HERE COMES THE SMOLDER Whenever this character is challenged, the challenging player chooses and discards a card.",[],,1,2,2,Uncommon,['Leonardo Giammichele'],74,en,"""I didn't want to have to do this, but you leave me no choice....""",506833,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.45', 'usd_foil': '1.38'}"
crd_e910a64a2c12444e9eb34bab151b0428,Genie,On the Job,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_e910a64a2c12444e9eb34bab151b0428.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_e910a64a2c12444e9eb34bab151b0428.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_e910a64a2c12444e9eb34bab151b0428.avif?1709690747'}}",6,False,Emerald,,['Character'],"['Storyborn', 'Ally']","Evasive (Only characters with Evasive can challenge this character.)
DISAPPEAR When you play this character, you may return chosen character to their player's hand.",['Evasive'],,3,4,2,Super_rare,['Giulia Riva'],75,en,"""Can your friends go 'Abracadabra, let 'er rip' and then make the sucker disappear?""",501228,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.39', 'usd_foil': '2.32'}"
crd_976b70e13c194a6f8b955d7ea5307bbc,Genie,Powers Unleashed,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_976b70e13c194a6f8b955d7ea5307bbc.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_976b70e13c194a6f8b955d7ea5307bbc.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_976b70e13c194a6f8b955d7ea5307bbc.avif?1709690747'}}",8,False,Emerald,,['Character'],"['Floodborn', 'Hero']","Shift 6 (You may pay 6 {I} to play this on top of one of your characters named Genie.)
Evasive (Only characters with Evasive can challenge this character.)
PHENOMENAL COSMIC POWER! Whenever this character quests, you may play an action with cost 5 or less for free.","['Evasive', 'Shift']",,3,5,3,Rare,['Javier Salas'],76,en,,508766,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.22', 'usd_foil': '1.15'}"
crd_64d94b7ad8e84bac909438767e1e63af,Genie,The Ever Impressive,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_64d94b7ad8e84bac909438767e1e63af.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_64d94b7ad8e84bac909438767e1e63af.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_64d94b7ad8e84bac909438767e1e63af.avif?1709690747'}}",2,True,Emerald,,['Character'],"['Dreamborn', 'Ally']",,[],,2,3,1,Common,['Matt Chapman'],77,en,"""You can wish for nearly anything! Do you want the short version, or should I give you the whole song and dance?""",507515,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.05', 'usd_foil': '0.29'}"
crd_c0ca53eaf2d849e7b533d0628ea7585c,Hans,Scheming Prince,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_c0ca53eaf2d849e7b533d0628ea7585c.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_c0ca53eaf2d849e7b533d0628ea7585c.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_c0ca53eaf2d849e7b533d0628ea7585c.avif?1709690747'}}",4,True,Emerald,,['Character'],"['Storyborn', 'Villain', 'Prince']",,[],,3,3,3,Rare,['Massimiliano Narciso'],78,en,"""Rules are like older siblings. All they do is get in the way.""",505954,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.23', 'usd_foil': '1.08'}"
crd_449f6f94972b4bce9a87460460204cd8,Horace,No-Good Scoundrel,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_449f6f94972b4bce9a87460460204cd8.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_449f6f94972b4bce9a87460460204cd8.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_449f6f94972b4bce9a87460460204cd8.avif?1709690747'}}",3,True,Emerald,,['Character'],"['Storyborn', 'Ally']",,[],,4,3,1,Common,['Isaiah Mesq'],79,en,"""Well, they ain't in here, Jasper.""",507494,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.03', 'usd_foil': '0.24'}"
crd_fb67b53a2df44bff96ca7fff2d607437,Iago,Loud-Mouthed Parrot,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_fb67b53a2df44bff96ca7fff2d607437.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_fb67b53a2df44bff96ca7fff2d607437.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_fb67b53a2df44bff96ca7fff2d607437.avif?1709690747'}}",3,True,Emerald,,['Character'],"['Storyborn', 'Ally']",YOU GOT A PROBLEM? {E} — Chosen character gains Reckless during their next turn. (They can't quest and must challenge if able.),[],,1,4,1,Rare,['Brian Weisz'],80,en,,497207,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.07', 'usd_foil': '0.6'}"
crd_1dd05220d5994e3181153d33340718fc,Jasper,Common Crook,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_1dd05220d5994e3181153d33340718fc.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_1dd05220d5994e3181153d33340718fc.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_1dd05220d5994e3181153d33340718fc.avif?1709690747'}}",3,True,Emerald,,['Character'],"['Storyborn', 'Ally']","PUPPYNAPPING Whenever this character quests, chosen opposing character can't quest during their next turn.",[],,2,4,1,Uncommon,['Jochem Van Gool'],81,en,"""Now, look here, Horace, I warned you about thinkin'.""",507498,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.03', 'usd_foil': '0.36'}"
crd_ab006041fefc4aba8f3142821fded198,John Silver,Alien Pirate,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_ab006041fefc4aba8f3142821fded198.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_ab006041fefc4aba8f3142821fded198.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_ab006041fefc4aba8f3142821fded198.avif?1709690747'}}",6,True,Emerald,,['Character'],"['Storyborn', 'Villain', 'Alien', 'Pirate', 'Captain']","PICK YOUR FIGHTS When you play this character and whenever he quests, chosen opposing character gains Reckless during their next turn. (They can't quest and must challenge if able.)",[],,5,5,2,Legendary,['Duyen Nguyen / Jared Nickerl'],82,en,"""Don't be too put off by this... hunk of hardware.""",507476,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '2.08', 'usd_foil': '13.37'}"
crd_a1887fe9f3f74f7183a0a9bc44f57582,Jumba Jookiba,Renegade Scientist,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_a1887fe9f3f74f7183a0a9bc44f57582.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_a1887fe9f3f74f7183a0a9bc44f57582.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_a1887fe9f3f74f7183a0a9bc44f57582.avif?1709690747'}}",5,True,Emerald,,['Character'],"['Dreamborn', 'Alien', 'Inventor']",,[],,4,5,2,Uncommon,['Milica Celikovic'],83,en,"""Created something? Ha! But that would be irresponsible and unethical. I would never, ever... make more than one.""",485366,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.07', 'usd_foil': '0.34'}"
crd_6e0fa538c4894981b9e014b0ef5efd97,Kuzco,Temperamental Emperor,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_6e0fa538c4894981b9e014b0ef5efd97.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_6e0fa538c4894981b9e014b0ef5efd97.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_6e0fa538c4894981b9e014b0ef5efd97.avif?1709690747'}}",5,False,Emerald,,['Character'],"['Storyborn', 'King']","Ward (Opponents can't choose this character except to challenge.)
NO TOUCHY! When this character is challenged and banished, you may banish the challenging character.",['Ward'],,2,4,3,Rare,['Grace Tran'],84,en,"""I asked for emerald and that is clearly jade! What is wrong with you people?""",507284,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.34', 'usd_foil': '1.52'}"
crd_1acda7d08eb443e9bd36798a1fd7741a,Lady Tremaine,Wicked Stepmother,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_1acda7d08eb443e9bd36798a1fd7741a.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_1acda7d08eb443e9bd36798a1fd7741a.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_1acda7d08eb443e9bd36798a1fd7741a.avif?1709690747'}}",6,False,Emerald,,['Character'],"['Dreamborn', 'Villain']","DO IT AGAIN! When you play this character, you may return an action card from your discard to your hand.",[],,1,5,1,Rare,['Leonardo Giammichele'],85,en,"""If your chores are done, then clearly you don't have enough of them.""",489665,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.18', 'usd_foil': '1.15'}"
crd_6f4d7a28b34b4520a7456a89f3d72a15,Mad Hatter,Gracious Host,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_6f4d7a28b34b4520a7456a89f3d72a15.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_6f4d7a28b34b4520a7456a89f3d72a15.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_6f4d7a28b34b4520a7456a89f3d72a15.avif?1709690747'}}",5,True,Emerald,,['Character'],['Storyborn'],"TEA PARTY Whenever this character is challenged, you may draw a card.",[],,2,4,3,Uncommon,['Rosa la Barbera'],86,en,"Mad Hatter: ""Would you like a little more tea?""
Alice: ""I haven't had any yet, so I can't very well take more.""",508770,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.09', 'usd_foil': '0.45'}"
crd_769e68c4d309489fa1a27c2d237a7b2e,Megara,Pulling the Strings,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_769e68c4d309489fa1a27c2d237a7b2e.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_769e68c4d309489fa1a27c2d237a7b2e.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_769e68c4d309489fa1a27c2d237a7b2e.avif?1709690747'}}",2,True,Emerald,,['Character'],"['Dreamborn', 'Ally']","WONDER BOY When you play this character, chosen character gets +2 {S} this turn.",[],,2,1,1,Common,['Aubrey Archer'],87,en,"""A deal's a deal. But falling in love was never supposed to be part of it.""",507124,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.04', 'usd_foil': '0.19'}"
crd_1fc96a36c5a94f05a295d7d565ece2b8,Mickey Mouse,Artful Rogue,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_1fc96a36c5a94f05a295d7d565ece2b8.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_1fc96a36c5a94f05a295d7d565ece2b8.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_1fc96a36c5a94f05a295d7d565ece2b8.avif?1709690747'}}",7,False,Emerald,,['Character'],"['Floodborn', 'Hero']","Shift 5 (You may pay 5 {I} to play this on top of one of your characters named Mickey Mouse.)
MISDIRECTION Whenever you play an action, chosen opposing character can't quest during their next turn.",['Shift'],,6,5,2,Super_rare,['Alex Accorsi / Kendall Hale'],88,en,"Quiet as a... well, you know.",506827,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.24', 'usd_foil': '1.31'}"
crd_03cc8c548715482fb5d2d3d894767dbd,Mickey Mouse,Steamboat Pilot,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_03cc8c548715482fb5d2d3d894767dbd.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_03cc8c548715482fb5d2d3d894767dbd.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_03cc8c548715482fb5d2d3d894767dbd.avif?1709690747'}}",3,True,Emerald,,['Character'],"['Storyborn', 'Hero', 'Captain']",,[],,3,4,1,Common,['Juan Diego Leon'],89,en,"On rivers throughout the Inklands, the little steamboat's whistle answers the cheery tunes of its pilot.",492709,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.05', 'usd_foil': '0.25'}"
crd_b9b75a9f9ec8475b836925a711e88d8d,Mother Gothel,Selfish Manipulator,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_b9b75a9f9ec8475b836925a711e88d8d.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_b9b75a9f9ec8475b836925a711e88d8d.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_b9b75a9f9ec8475b836925a711e88d8d.avif?1709690747'}}",6,True,Emerald,,['Character'],"['Storyborn', 'Villain']","SKIP THE DRAMA, STAY WITH MAMA While this character is exerted, opposing characters can't quest.",[],,3,6,2,Super_rare,['Javier Salas'],90,en,"""Great. Now I'm the bad guy.""",508772,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.34', 'usd_foil': '1.27'}"
crd_91d042c887b54b7098c9044a36816008,Peter Pan,Never Landing,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_91d042c887b54b7098c9044a36816008.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_91d042c887b54b7098c9044a36816008.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_91d042c887b54b7098c9044a36816008.avif?1709690747'}}",3,True,Emerald,,['Character'],"['Dreamborn', 'Hero']",Evasive (Only characters with Evasive can challenge this character.),['Evasive'],,3,2,1,Common,['Koni'],91,en,"""What's the matter, Hook? Can't you fly?""",502535,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.04', 'usd_foil': '0.25'}"
crd_ce61d71725be41b7a5a766b690f56a1b,Tamatoa,Drab Little Crab,normal,2023-08-18,"{'digital': {'small': 'https://cards.lorcast.io/card/digital/small/crd_ce61d71725be41b7a5a766b690f56a1b.avif?1709690747', 'normal': 'https://cards.lorcast.io/card/digital/normal/crd_ce61d71725be41b7a5a766b690f56a1b.avif?1709690747', 'large': 'https://cards.lorcast.io/card/digital/large/crd_ce61d71725be41b7a5a766b690f56a1b.avif?1709690747'}}",2,True,Emerald,,['Character'],['Dreamborn'],,[],,1,4,1,Uncommon,['Jeff Murchie'],92,en,"""Someday, I'll grow up to be the most crabulous crustacean the world has ever seen!""",508774,{'core': 'legal'},"{'id': 'set_7ecb0e0c71af496a9e0110e23824e0a5', 'code': '1', 'name': 'The First Chapter'}","{'usd': '0.06', 'usd_foil': '0.53'}"
